id,title,description,category,tags
213,Technology: Post-Merger Integration bottleneck #213,Scenario 213 (Technology). Ngo Consortia cite missing interoperability standards while prioritizing equity of access. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Technology,"technology,policy,innovation,synthetic,12"
214,Sustainability: Scale-Up bottleneck #214,Scenario 214 (Sustainability). University Labs cite missing interoperability standards while prioritizing equity of access. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Sustainability,"sustainability,policy,innovation,synthetic,13"
215,FinTech: Pilot Rollout bottleneck #215,Scenario 215 (FinTech). Sme Federations cite weak outcome baselines while prioritizing time-to-deployment. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,FinTech,"fintech,policy,innovation,synthetic,14"
216,Logistics: Discovery bottleneck #216,Scenario 216 (Logistics). Teacher Cooperatives cite weak outcome baselines while prioritizing time-to-deployment. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Logistics,"logistics,policy,innovation,synthetic,15"
217,Genomics: Pilot Rollout bottleneck #217,Scenario 217 (Genomics). University Labs cite unclear procurement rules while prioritizing adoption depth. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Genomics,"genomics,policy,innovation,synthetic,16"
218,Cybersecurity: Pilot Rollout bottleneck #218,Scenario 218 (Cybersecurity). Industry Alliances cite underfunded change management while prioritizing time-to-deployment. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Cybersecurity,"cybersecurity,policy,innovation,synthetic,17"
219,Agriculture: Scale-Up bottleneck #219,Scenario 219 (Agriculture). Ngo Consortia cite unclear procurement rules while prioritizing cost per outcome. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Agriculture,"agriculture,policy,innovation,synthetic,18"
220,General: Regulatory Refresh bottleneck #220,Scenario 220 (General). Provincial Regulators cite fragmented funding cycles while prioritizing equity of access. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,General,"general,policy,innovation,synthetic,19"
221,Healthcare: Regulatory Refresh bottleneck #221,Scenario 221 (Healthcare). City Innovation Offices cite underfunded change management while prioritizing error rates. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Healthcare,"healthcare,policy,innovation,synthetic,20"
222,Education: Post-Merger Integration bottleneck #222,Scenario 222 (Education). City Innovation Offices cite vendor lock-in risk while prioritizing error rates. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Education,"education,policy,innovation,synthetic,21"
223,Technology: Discovery bottleneck #223,Scenario 223 (Technology). Industry Alliances cite missing interoperability standards while prioritizing cost per outcome. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Technology,"technology,policy,innovation,synthetic,22"
224,Sustainability: Regulatory Refresh bottleneck #224,Scenario 224 (Sustainability). Provincial Regulators cite data residency conflicts while prioritizing cost per outcome. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Sustainability,"sustainability,policy,innovation,synthetic,23"
225,FinTech: Discovery bottleneck #225,Scenario 225 (FinTech). Industry Alliances cite unclear procurement rules while prioritizing error rates. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,FinTech,"fintech,policy,innovation,synthetic,24"
226,Logistics: Scale-Up bottleneck #226,Scenario 226 (Logistics). Provincial Regulators cite talent retention in remote hubs while prioritizing equity of access. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Logistics,"logistics,policy,innovation,synthetic,25"
227,Genomics: Regulatory Refresh bottleneck #227,Scenario 227 (Genomics). University Labs cite fragmented funding cycles while prioritizing time-to-deployment. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Genomics,"genomics,policy,innovation,synthetic,26"
228,Cybersecurity: Post-Merger Integration bottleneck #228,Scenario 228 (Cybersecurity). Patient Advocacy Groups cite vendor lock-in risk while prioritizing equity of access. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Cybersecurity,"cybersecurity,policy,innovation,synthetic,27"
229,Agriculture: Legacy Migration bottleneck #229,Scenario 229 (Agriculture). Sme Federations cite missing interoperability standards while prioritizing cost per outcome. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Agriculture,"agriculture,policy,innovation,synthetic,28"
230,General: Discovery bottleneck #230,Scenario 230 (General). City Innovation Offices cite weak outcome baselines while prioritizing error rates. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,General,"general,policy,innovation,synthetic,29"
231,Healthcare: Post-Merger Integration bottleneck #231,Scenario 231 (Healthcare). Provincial Regulators cite fragmented funding cycles while prioritizing equity of access. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Healthcare,"healthcare,policy,innovation,synthetic,30"
232,Education: Pilot Rollout bottleneck #232,Scenario 232 (Education). Ngo Consortia cite vendor lock-in risk while prioritizing cost per outcome. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Education,"education,policy,innovation,synthetic,31"
233,Technology: Post-Merger Integration bottleneck #233,Scenario 233 (Technology). University Labs cite underfunded change management while prioritizing error rates. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Technology,"technology,policy,innovation,synthetic,32"
234,Sustainability: Scale-Up bottleneck #234,Scenario 234 (Sustainability). Ngo Consortia cite fragmented funding cycles while prioritizing time-to-deployment. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Sustainability,"sustainability,policy,innovation,synthetic,33"
235,FinTech: Discovery bottleneck #235,Scenario 235 (FinTech). Patient Advocacy Groups cite missing interoperability standards while prioritizing cost per outcome. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,FinTech,"fintech,policy,innovation,synthetic,34"
236,Logistics: Post-Merger Integration bottleneck #236,Scenario 236 (Logistics). University Labs cite fragmented funding cycles while prioritizing cost per outcome. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Logistics,"logistics,policy,innovation,synthetic,35"
237,Genomics: Regulatory Refresh bottleneck #237,Scenario 237 (Genomics). Patient Advocacy Groups cite talent retention in remote hubs while prioritizing error rates. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Genomics,"genomics,policy,innovation,synthetic,36"
238,Cybersecurity: Post-Merger Integration bottleneck #238,Scenario 238 (Cybersecurity). Provincial Regulators cite talent retention in remote hubs while prioritizing time-to-deployment. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Cybersecurity,"cybersecurity,policy,innovation,synthetic,37"
239,Agriculture: Legacy Migration bottleneck #239,Scenario 239 (Agriculture). Provincial Regulators cite fragmented funding cycles while prioritizing error rates. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Agriculture,"agriculture,policy,innovation,synthetic,38"
240,General: Regulatory Refresh bottleneck #240,Scenario 240 (General). Patient Advocacy Groups cite underfunded change management while prioritizing time-to-deployment. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,General,"general,policy,innovation,synthetic,39"
241,Healthcare: Regulatory Refresh bottleneck #241,Scenario 241 (Healthcare). City Innovation Offices cite data residency conflicts while prioritizing cost per outcome. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Healthcare,"healthcare,policy,innovation,synthetic,40"
242,Education: Discovery bottleneck #242,Scenario 242 (Education). Teacher Cooperatives cite vendor lock-in risk while prioritizing adoption depth. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Education,"education,policy,innovation,synthetic,41"
243,Technology: Post-Merger Integration bottleneck #243,Scenario 243 (Technology). Ngo Consortia cite data residency conflicts while prioritizing equity of access. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Technology,"technology,policy,innovation,synthetic,42"
244,Sustainability: Discovery bottleneck #244,Scenario 244 (Sustainability). City Innovation Offices cite underfunded change management while prioritizing cost per outcome. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Sustainability,"sustainability,policy,innovation,synthetic,43"
245,FinTech: Regulatory Refresh bottleneck #245,Scenario 245 (FinTech). Sme Federations cite missing interoperability standards while prioritizing cost per outcome. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,FinTech,"fintech,policy,innovation,synthetic,44"
246,Logistics: Regulatory Refresh bottleneck #246,Scenario 246 (Logistics). Sme Federations cite talent retention in remote hubs while prioritizing equity of access. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Logistics,"logistics,policy,innovation,synthetic,45"
247,Genomics: Post-Merger Integration bottleneck #247,Scenario 247 (Genomics). Sme Federations cite missing interoperability standards while prioritizing time-to-deployment. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Genomics,"genomics,policy,innovation,synthetic,46"
248,Cybersecurity: Pilot Rollout bottleneck #248,Scenario 248 (Cybersecurity). City Innovation Offices cite data residency conflicts while prioritizing cost per outcome. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Cybersecurity,"cybersecurity,policy,innovation,synthetic,47"
249,Agriculture: Legacy Migration bottleneck #249,Scenario 249 (Agriculture). Industry Alliances cite unclear procurement rules while prioritizing error rates. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Agriculture,"agriculture,policy,innovation,synthetic,48"
250,General: Post-Merger Integration bottleneck #250,Scenario 250 (General). Industry Alliances cite talent retention in remote hubs while prioritizing error rates. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,General,"general,policy,innovation,synthetic,49"
251,Healthcare: Regulatory Refresh bottleneck #251,Scenario 251 (Healthcare). City Innovation Offices cite fragmented funding cycles while prioritizing equity of access. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Healthcare,"healthcare,policy,innovation,synthetic,50"
252,Education: Discovery bottleneck #252,Scenario 252 (Education). Provincial Regulators cite vendor lock-in risk while prioritizing adoption depth. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Education,"education,policy,innovation,synthetic,51"
253,Technology: Legacy Migration bottleneck #253,Scenario 253 (Technology). Provincial Regulators cite weak outcome baselines while prioritizing adoption depth. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Technology,"technology,policy,innovation,synthetic,52"
254,Sustainability: Legacy Migration bottleneck #254,Scenario 254 (Sustainability). Sme Federations cite data residency conflicts while prioritizing adoption depth. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Sustainability,"sustainability,policy,innovation,synthetic,53"
255,FinTech: Legacy Migration bottleneck #255,Scenario 255 (FinTech). Teacher Cooperatives cite fragmented funding cycles while prioritizing adoption depth. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,FinTech,"fintech,policy,innovation,synthetic,54"
256,Logistics: Scale-Up bottleneck #256,Scenario 256 (Logistics). Ngo Consortia cite missing interoperability standards while prioritizing equity of access. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Logistics,"logistics,policy,innovation,synthetic,55"
257,Genomics: Post-Merger Integration bottleneck #257,Scenario 257 (Genomics). City Innovation Offices cite vendor lock-in risk while prioritizing cost per outcome. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Genomics,"genomics,policy,innovation,synthetic,56"
258,Cybersecurity: Regulatory Refresh bottleneck #258,Scenario 258 (Cybersecurity). Industry Alliances cite weak outcome baselines while prioritizing cost per outcome. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Cybersecurity,"cybersecurity,policy,innovation,synthetic,57"
259,Agriculture: Regulatory Refresh bottleneck #259,Scenario 259 (Agriculture). Patient Advocacy Groups cite talent retention in remote hubs while prioritizing time-to-deployment. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Agriculture,"agriculture,policy,innovation,synthetic,58"
260,General: Pilot Rollout bottleneck #260,Scenario 260 (General). Teacher Cooperatives cite talent retention in remote hubs while prioritizing equity of access. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,General,"general,policy,innovation,synthetic,59"
261,Healthcare: Scale-Up bottleneck #261,Scenario 261 (Healthcare). Teacher Cooperatives cite vendor lock-in risk while prioritizing equity of access. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Healthcare,"healthcare,policy,innovation,synthetic,60"
262,Education: Post-Merger Integration bottleneck #262,Scenario 262 (Education). Industry Alliances cite weak outcome baselines while prioritizing adoption depth. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Education,"education,policy,innovation,synthetic,61"
263,Technology: Scale-Up bottleneck #263,Scenario 263 (Technology). Sme Federations cite vendor lock-in risk while prioritizing cost per outcome. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Technology,"technology,policy,innovation,synthetic,62"
264,Sustainability: Post-Merger Integration bottleneck #264,Scenario 264 (Sustainability). Industry Alliances cite unclear procurement rules while prioritizing equity of access. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Sustainability,"sustainability,policy,innovation,synthetic,63"
265,FinTech: Pilot Rollout bottleneck #265,Scenario 265 (FinTech). Industry Alliances cite talent retention in remote hubs while prioritizing error rates. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,FinTech,"fintech,policy,innovation,synthetic,64"
266,Logistics: Regulatory Refresh bottleneck #266,Scenario 266 (Logistics). Ngo Consortia cite fragmented funding cycles while prioritizing error rates. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Logistics,"logistics,policy,innovation,synthetic,65"
267,Genomics: Regulatory Refresh bottleneck #267,Scenario 267 (Genomics). Sme Federations cite unclear procurement rules while prioritizing equity of access. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Genomics,"genomics,policy,innovation,synthetic,66"
268,Cybersecurity: Scale-Up bottleneck #268,Scenario 268 (Cybersecurity). City Innovation Offices cite underfunded change management while prioritizing equity of access. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Cybersecurity,"cybersecurity,policy,innovation,synthetic,67"
269,Agriculture: Scale-Up bottleneck #269,Scenario 269 (Agriculture). Teacher Cooperatives cite vendor lock-in risk while prioritizing equity of access. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Agriculture,"agriculture,policy,innovation,synthetic,68"
270,General: Post-Merger Integration bottleneck #270,Scenario 270 (General). Industry Alliances cite underfunded change management while prioritizing adoption depth. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,General,"general,policy,innovation,synthetic,69"
271,Healthcare: Legacy Migration bottleneck #271,Scenario 271 (Healthcare). University Labs cite unclear procurement rules while prioritizing error rates. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Healthcare,"healthcare,policy,innovation,synthetic,70"
272,Education: Post-Merger Integration bottleneck #272,Scenario 272 (Education). Teacher Cooperatives cite weak outcome baselines while prioritizing equity of access. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Education,"education,policy,innovation,synthetic,71"
273,Technology: Scale-Up bottleneck #273,Scenario 273 (Technology). University Labs cite weak outcome baselines while prioritizing adoption depth. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Technology,"technology,policy,innovation,synthetic,72"
274,Sustainability: Regulatory Refresh bottleneck #274,Scenario 274 (Sustainability). City Innovation Offices cite missing interoperability standards while prioritizing cost per outcome. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Sustainability,"sustainability,policy,innovation,synthetic,73"
275,FinTech: Pilot Rollout bottleneck #275,Scenario 275 (FinTech). Ngo Consortia cite fragmented funding cycles while prioritizing equity of access. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,FinTech,"fintech,policy,innovation,synthetic,74"
276,Logistics: Legacy Migration bottleneck #276,Scenario 276 (Logistics). Sme Federations cite talent retention in remote hubs while prioritizing error rates. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Logistics,"logistics,policy,innovation,synthetic,75"
277,Genomics: Post-Merger Integration bottleneck #277,Scenario 277 (Genomics). University Labs cite underfunded change management while prioritizing time-to-deployment. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Genomics,"genomics,policy,innovation,synthetic,76"
278,Cybersecurity: Post-Merger Integration bottleneck #278,Scenario 278 (Cybersecurity). Provincial Regulators cite missing interoperability standards while prioritizing time-to-deployment. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Cybersecurity,"cybersecurity,policy,innovation,synthetic,77"
279,Agriculture: Pilot Rollout bottleneck #279,Scenario 279 (Agriculture). Teacher Cooperatives cite missing interoperability standards while prioritizing error rates. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Agriculture,"agriculture,policy,innovation,synthetic,78"
280,General: Post-Merger Integration bottleneck #280,Scenario 280 (General). Patient Advocacy Groups cite missing interoperability standards while prioritizing error rates. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,General,"general,policy,innovation,synthetic,79"
281,Healthcare: Pilot Rollout bottleneck #281,Scenario 281 (Healthcare). Patient Advocacy Groups cite data residency conflicts while prioritizing time-to-deployment. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Healthcare,"healthcare,policy,innovation,synthetic,80"
282,Education: Discovery bottleneck #282,Scenario 282 (Education). Provincial Regulators cite underfunded change management while prioritizing cost per outcome. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Education,"education,policy,innovation,synthetic,81"
283,Technology: Legacy Migration bottleneck #283,Scenario 283 (Technology). Teacher Cooperatives cite missing interoperability standards while prioritizing time-to-deployment. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Technology,"technology,policy,innovation,synthetic,82"
284,Sustainability: Pilot Rollout bottleneck #284,Scenario 284 (Sustainability). Sme Federations cite underfunded change management while prioritizing equity of access. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Sustainability,"sustainability,policy,innovation,synthetic,83"
285,FinTech: Pilot Rollout bottleneck #285,Scenario 285 (FinTech). Provincial Regulators cite missing interoperability standards while prioritizing adoption depth. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,FinTech,"fintech,policy,innovation,synthetic,84"
286,Logistics: Pilot Rollout bottleneck #286,Scenario 286 (Logistics). Ngo Consortia cite fragmented funding cycles while prioritizing error rates. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Logistics,"logistics,policy,innovation,synthetic,85"
287,Genomics: Discovery bottleneck #287,Scenario 287 (Genomics). Teacher Cooperatives cite talent retention in remote hubs while prioritizing time-to-deployment. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Genomics,"genomics,policy,innovation,synthetic,86"
288,Cybersecurity: Discovery bottleneck #288,Scenario 288 (Cybersecurity). Sme Federations cite weak outcome baselines while prioritizing time-to-deployment. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Cybersecurity,"cybersecurity,policy,innovation,synthetic,87"
289,Agriculture: Legacy Migration bottleneck #289,Scenario 289 (Agriculture). Sme Federations cite unclear procurement rules while prioritizing error rates. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Agriculture,"agriculture,policy,innovation,synthetic,88"
290,General: Legacy Migration bottleneck #290,Scenario 290 (General). Patient Advocacy Groups cite missing interoperability standards while prioritizing time-to-deployment. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,General,"general,policy,innovation,synthetic,89"
291,Healthcare: Legacy Migration bottleneck #291,Scenario 291 (Healthcare). Ngo Consortia cite weak outcome baselines while prioritizing time-to-deployment. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Healthcare,"healthcare,policy,innovation,synthetic,90"
292,Education: Scale-Up bottleneck #292,Scenario 292 (Education). University Labs cite weak outcome baselines while prioritizing time-to-deployment. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Education,"education,policy,innovation,synthetic,91"
293,Technology: Scale-Up bottleneck #293,Scenario 293 (Technology). Ngo Consortia cite unclear procurement rules while prioritizing cost per outcome. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Technology,"technology,policy,innovation,synthetic,92"
294,Sustainability: Post-Merger Integration bottleneck #294,Scenario 294 (Sustainability). Industry Alliances cite data residency conflicts while prioritizing error rates. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Sustainability,"sustainability,policy,innovation,synthetic,93"
295,FinTech: Discovery bottleneck #295,Scenario 295 (FinTech). University Labs cite underfunded change management while prioritizing time-to-deployment. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,FinTech,"fintech,policy,innovation,synthetic,94"
296,Logistics: Legacy Migration bottleneck #296,Scenario 296 (Logistics). Provincial Regulators cite data residency conflicts while prioritizing adoption depth. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Logistics,"logistics,policy,innovation,synthetic,95"
297,Genomics: Legacy Migration bottleneck #297,Scenario 297 (Genomics). Industry Alliances cite vendor lock-in risk while prioritizing equity of access. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Genomics,"genomics,policy,innovation,synthetic,96"
298,Cybersecurity: Post-Merger Integration bottleneck #298,Scenario 298 (Cybersecurity). Ngo Consortia cite weak outcome baselines while prioritizing adoption depth. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Cybersecurity,"cybersecurity,policy,innovation,synthetic,97"
299,Agriculture: Discovery bottleneck #299,Scenario 299 (Agriculture). Industry Alliances cite fragmented funding cycles while prioritizing adoption depth. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Agriculture,"agriculture,policy,innovation,synthetic,98"
300,General: Legacy Migration bottleneck #300,Scenario 300 (General). Industry Alliances cite vendor lock-in risk while prioritizing equity of access. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,General,"general,policy,innovation,synthetic,99"
301,Healthcare: Legacy Migration bottleneck #301,Scenario 301 (Healthcare). Ngo Consortia cite underfunded change management while prioritizing equity of access. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Healthcare,"healthcare,policy,innovation,synthetic,0"
302,Education: Scale-Up bottleneck #302,Scenario 302 (Education). Industry Alliances cite data residency conflicts while prioritizing time-to-deployment. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Education,"education,policy,innovation,synthetic,1"
303,Technology: Post-Merger Integration bottleneck #303,Scenario 303 (Technology). University Labs cite unclear procurement rules while prioritizing cost per outcome. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Technology,"technology,policy,innovation,synthetic,2"
304,Sustainability: Post-Merger Integration bottleneck #304,Scenario 304 (Sustainability). Patient Advocacy Groups cite underfunded change management while prioritizing time-to-deployment. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Sustainability,"sustainability,policy,innovation,synthetic,3"
305,FinTech: Regulatory Refresh bottleneck #305,Scenario 305 (FinTech). Patient Advocacy Groups cite weak outcome baselines while prioritizing error rates. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,FinTech,"fintech,policy,innovation,synthetic,4"
306,Logistics: Post-Merger Integration bottleneck #306,Scenario 306 (Logistics). Sme Federations cite weak outcome baselines while prioritizing time-to-deployment. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Logistics,"logistics,policy,innovation,synthetic,5"
307,Genomics: Scale-Up bottleneck #307,Scenario 307 (Genomics). Teacher Cooperatives cite fragmented funding cycles while prioritizing equity of access. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Genomics,"genomics,policy,innovation,synthetic,6"
308,Cybersecurity: Scale-Up bottleneck #308,Scenario 308 (Cybersecurity). Teacher Cooperatives cite underfunded change management while prioritizing time-to-deployment. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Cybersecurity,"cybersecurity,policy,innovation,synthetic,7"
309,Agriculture: Scale-Up bottleneck #309,Scenario 309 (Agriculture). Teacher Cooperatives cite underfunded change management while prioritizing adoption depth. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Agriculture,"agriculture,policy,innovation,synthetic,8"
310,General: Legacy Migration bottleneck #310,Scenario 310 (General). City Innovation Offices cite underfunded change management while prioritizing error rates. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,General,"general,policy,innovation,synthetic,9"
311,Healthcare: Legacy Migration bottleneck #311,Scenario 311 (Healthcare). City Innovation Offices cite unclear procurement rules while prioritizing adoption depth. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Healthcare,"healthcare,policy,innovation,synthetic,10"
312,Education: Post-Merger Integration bottleneck #312,Scenario 312 (Education). City Innovation Offices cite missing interoperability standards while prioritizing adoption depth. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Education,"education,policy,innovation,synthetic,11"
313,Technology: Legacy Migration bottleneck #313,Scenario 313 (Technology). Industry Alliances cite weak outcome baselines while prioritizing adoption depth. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Technology,"technology,policy,innovation,synthetic,12"
314,Sustainability: Regulatory Refresh bottleneck #314,Scenario 314 (Sustainability). Industry Alliances cite unclear procurement rules while prioritizing cost per outcome. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,Sustainability,"sustainability,policy,innovation,synthetic,13"
315,FinTech: Pilot Rollout bottleneck #315,Scenario 315 (FinTech). City Innovation Offices cite missing interoperability standards while prioritizing cost per outcome. Cross-functional alignment and shared KPIs remain inconsistent. Synthetic educational row for clustering and dashboard demos.,FinTech,"fintech,policy,innovation,synthetic,14"
